Unique Order Identifier,Order Complexity,Supplier,Unique Product Identifier,Planned Year,Planned Month,Planned Quarter,Planned Day,Planned Weekday,Delivery Delay,Delivery Status,Ordered Quantity,Arrival Year,Arrival Month,Arrival Quarter,Arrival Day,Arrival Weekday,Delivered Quantity,Delivery_Delay_Days,Status,Quantity Difference,Quantity Status
31119665-4,5,23635582,326100000023400,2023,7,3,17,0,7,too late,100.0,2023,7,3,24,0,100.0,7,late,0.0,exact
31119665-5,5,23635582,326100000026500,2023,7,3,17,0,7,too late,2000.0,2023,7,3,24,0,2000.0,7,late,0.0,exact
31119666-1,1,23947139,405020000646001,2023,7,3,31,0,-6,too early,1.0,2023,7,3,25,1,1.0,-6,early,0.0,exact
31119667-1,1,96694238,325000000000900,2023,8,3,21,0,3,too late,300.0,2023,8,3,24,3,300.0,3,late,0.0,exact
31119668-1,1,23947139,405020000646001,2023,7,3,31,0,-6,too early,1.0,2023,7,3,25,1,1.0,-6,early,0.0,exact
31119669-1,1,52448617,405020000684501,2023,7,3,19,2,0,on time,1.0,2023,7,3,19,2,1.0,0,on_time,0.0,exact
31119670-1,2,43641753,324900000022200,2023,7,3,17,0,2,too late,200.0,2023,7,3,19,2,200.0,2,late,0.0,exact
31119670-2,2,43641753,326300000002200,2023,7,3,17,0,2,too late,4000.0,2023,7,3,19,2,4000.0,2,late,0.0,exact
31119671-1,1,79078827,323300000001500,2023,9,3,15,4,4,too late,1000.0,2023,9,3,19,1,1000.0,4,late,0.0,exact
31119672-1,2,50833268,324300000000300,2023,8,3,21,0,10,too late,4800.0,2023,8,3,31,3,2400.0,10,late,-2400.0,under delivered
31119672-2,2,50833268,324300000000400,2023,8,3,21,0,10,too late,3500.0,2023,8,3,31,3,1700.0,10,late,-1800.0,under delivered
31119673-1,1,23947139,405020000646001,2023,10,4,9,0,-66,too early,1.0,2023,8,3,4,4,1.0,-66,early,0.0,exact
31119674-1,2,23635582,405020000633001,2023,7,3,17,0,3,too late,4.0,2023,7,3,20,3,4.0,3,late,0.0,exact
31119674-2,2,23635582,405020000633001,2023,7,3,17,0,3,too late,4.0,2023,7,3,20,3,4.0,3,late,0.0,exact
31119460-1,2,54306352,326400000006500,2023,6,2,12,0,3,too late,4740.0,2023,6,2,15,3,4740.0,3,late,0.0,exact
31119460-2,2,54306352,405020000671001,2023,6,2,12,0,-5,too early,1.0,2023,6,2,7,2,1.0,-5,early,0.0,exact
31119461-1,1,60177638,323900000001300,2023,9,3,28,3,1,too late,100.0,2023,9,3,29,4,100.0,1,late,0.0,exact
31119462-1,1,35741484,322500000012900,2023,7,3,3,0,22,too late,500.0,2023,7,3,25,1,500.0,22,late,0.0,exact
31119463-1,1,32056019,326400000007500,2023,6,2,12,0,0,on time,595.0,2023,6,2,12,0,595.0,0,on_time,0.0,exact
31119464-1,1,66259622,405020000630101,2023,5,2,22,0,0,on time,1.0,2023,5,2,22,0,1.0,0,on_time,0.0,exact
31119465-1,4,49166303,224700000014700,2023,6,2,5,0,-4,too early,500.0,2023,6,2,1,3,500.0,-4,early,0.0,exact
31119465-2,4,49166303,224700000024100,2023,6,2,5,0,30,too late,500.0,2023,7,3,5,2,500.0,30,late,0.0,exact
31119465-3,4,49166303,224700000025300,2023,6,2,5,0,-4,too early,275.0,2023,6,2,1,3,275.0,-4,early,0.0,exact
31119465-4,4,49166303,224700000014700,2023,6,2,26,0,23,too late,500.0,2023,7,3,19,2,500.0,23,late,0.0,exact
31119466-1,1,20559137,999 VAKUUM 249X120X40,2023,5,2,29,0,2,too late,80.0,2023,5,2,31,2,80.0,2,late,0.0,exact
31119467-1,2,25260558,222500000001500,2023,7,3,3,0,2,too late,100.0,2023,7,3,5,2,100.0,2,late,0.0,exact
31119467-2,2,25260558,326500000000600,2023,7,3,3,0,2,too late,300.0,2023,7,3,5,2,300.0,2,late,0.0,exact
31119468-1,1,24023238,223400000001500,2023,8,3,7,0,-17,too early,1000.0,2023,7,3,21,4,1000.0,-17,early,0.0,exact
31119469-1,7,86245136,RINGBAND 030 30,2023,6,2,16,4,-2,too early,1045.0,2023,6,2,14,2,1045.0,-2,early,0.0,exact
31119469-2,7,86245136,RINGBAND 035 60,2023,6,2,16,4,-2,too early,8321.0,2023,6,2,14,2,8321.0,-2,early,0.0,exact
31119469-3,7,86245136,RINGBAND 035 65,2023,6,2,16,4,-2,too early,1061.0,2023,6,2,14,2,1061.0,-2,early,0.0,exact
31119469-4,7,86245136,RINGBAND 035 80,2023,6,2,16,4,-2,too early,1040.0,2023,6,2,14,2,1040.0,-2,early,0.0,exact
31119469-5,7,86245136,RINGBAND 035 40,2023,6,2,16,4,-2,too early,2171.0,2023,6,2,14,2,2171.0,-2,early,0.0,exact
31119469-6,7,86245136,RINGBAND 035 50,2023,6,2,16,4,-2,too early,1012.0,2023,6,2,14,2,1012.0,-2,early,0.0,exact
31119469-7,7,86245136,RINGBAND 60 H,2023,6,2,16,4,-2,too early,566.0,2023,6,2,14,2,566.0,-2,early,0.0,exact
31119470-1,1,57496158,405020000067001,2023,5,2,26,4,-2,too early,1.0,2023,5,2,24,2,1.0,-2,early,0.0,exact
31119471-1,2,24023238,320110000026900,2023,6,2,12,0,2,too late,101.0,2023,6,2,14,2,101.0,2,late,0.0,exact
31119471-2,2,24023238,320110000066200,2023,6,2,12,0,2,too late,31.0,2023,6,2,14,2,31.0,2,late,0.0,exact
31119472-1,3,23635582,326100000028200,2023,5,2,22,0,2,too late,5000.0,2023,5,2,24,2,5000.0,2,late,0.0,exact
31119472-2,3,23635582,326100000029100,2023,5,2,22,0,2,too late,3000.0,2023,5,2,24,2,3000.0,2,late,0.0,exact
31119472-3,3,23635582,326100000022800,2023,5,2,22,0,2,too late,1000.0,2023,5,2,24,2,1000.0,2,late,0.0,exact
31119473-1,1,47800775,322510000000100,2023,8,3,8,1,0,on time,10000.0,2023,8,3,8,1,10000.0,0,on_time,0.0,exact
31119474-1,1,47800775,322510000000100,2024,4,2,9,1,0,on time,10000.0,2024,4,2,9,1,10000.0,0,on_time,0.0,exact
31119475-1,1,90080329,224700000028400,2023,5,2,22,0,10,too late,300.0,2023,6,2,1,3,300.0,10,late,0.0,exact
31119476-1,4,82860402,320300000008800,2023,5,2,23,1,1,too late,24.0,2023,5,2,24,2,24.0,1,late,0.0,exact
31119476-2,4,82860402,320300000005100,2023,5,2,23,1,1,too late,25.6,2023,5,2,24,2,25.6,1,late,0.0,exact
31119476-3,4,82860402,320300000004800,2023,5,2,23,1,1,too late,23.2,2023,5,2,24,2,23.2,1,late,0.0,exact
31119476-4,4,82860402,322800000005700,2023,5,2,23,1,1,too late,100.0,2023,5,2,24,2,100.0,1,late,0.0,exact
31119477-1,3,38894112,224900000002900,2023,6,2,22,3,18,too late,5000.0,2023,7,3,10,0,5000.0,18,late,0.0,exact
31119477-2,3,38894112,224900000002100,2023,5,2,30,1,2,too late,5000.0,2023,6,2,1,3,5000.0,2,late,0.0,exact
31119477-3,3,38894112,324900000012800,2023,5,2,30,1,2,too late,10000.0,2023,6,2,1,3,10000.0,2,late,0.0,exact
31119478-1,1,9011820,320510000000800,2023,6,2,19,0,8,too late,5000.0,2023,6,2,27,1,5000.0,8,late,0.0,exact
31119479-1,7,12153590,405020000684501,2023,6,2,19,0,0,on time,1.0,2023,6,2,19,0,1.0,0,on_time,0.0,exact
31119479-2,7,12153590,405020000684501,2023,6,2,19,0,0,on time,1.0,2023,6,2,19,0,1.0,0,on_time,0.0,exact
31119479-3,7,12153590,405020000684501,2023,6,2,19,0,0,on time,2.0,2023,6,2,19,0,2.0,0,on_time,0.0,exact
31119479-4,7,12153590,405020000684501,2023,6,2,19,0,0,on time,2.0,2023,6,2,19,0,2.0,0,on_time,0.0,exact
31119479-5,7,12153590,405020000684501,2023,6,2,19,0,0,on time,10.0,2023,6,2,19,0,10.0,0,on_time,0.0,exact
31119479-6,7,12153590,405020000684501,2023,6,2,19,0,0,on time,2.0,2023,6,2,19,0,2.0,0,on_time,0.0,exact
31119479-7,7,12153590,405020000684501,2023,6,2,19,0,0,on time,10.0,2023,6,2,19,0,10.0,0,on_time,0.0,exact
31119480-1,1,33626981,405020000630101,2023,5,2,29,0,-5,too early,1.0,2023,5,2,24,2,1.0,-5,early,0.0,exact
31119481-1,3,44774836,122700000006100,2023,5,2,29,0,-3,too early,49.0,2023,5,2,26,4,49.0,-3,early,0.0,exact
31119481-2,3,44774836,325800000009000,2023,5,2,22,0,3,too late,3000.0,2023,5,2,25,3,3000.0,3,late,0.0,exact
31119481-3,3,44774836,325800000002200,2023,5,2,22,0,3,too late,3000.0,2023,5,2,25,3,3000.0,3,late,0.0,exact
31119482-1,1,49412477,322400000011000,2023,10,4,10,1,1,too late,209.0,2023,10,4,11,2,209.0,1,late,0.0,exact
31119483-1,2,52391922,322800000006500,2023,9,3,4,0,-3,too early,300.0,2023,9,3,1,4,300.0,-3,early,0.0,exact
31119483-2,2,52391922,322800000006600,2023,9,3,4,0,-3,too early,600.0,2023,9,3,1,4,600.0,-3,early,0.0,exact
31119484-1,2,70678831,322200000000100,2023,6,2,2,4,-1,too early,840.0,2023,6,2,1,3,840.0,-1,early,0.0,exact
31119484-2,2,70678831,322200000000200,2023,6,2,2,4,-1,too early,250.0,2023,6,2,1,3,250.0,-1,early,0.0,exact
31119485-1,3,49166303,220300000002200,2023,9,3,4,0,4,too late,150.2,2023,9,3,8,4,150.2,4,late,0.0,exact
31119485-2,3,49166303,220300000002600,2023,9,3,4,0,4,too late,306.65,2023,9,3,8,4,239.5,4,late,-67.14999999999998,under delivered
31119485-3,3,49166303,220300000003000,2023,9,3,4,0,4,too late,152.25,2023,9,3,8,4,42.85,4,late,-109.4,under delivered
31119486-1,4,49166303,220300000002700,2023,7,3,31,0,8,too late,80.35,2023,8,3,8,1,80.35,8,late,0.0,exact
31119486-2,4,49166303,220300000002200,2023,7,3,31,0,8,too late,200.15,2023,8,3,8,1,200.15,8,late,0.0,exact
31119486-3,4,49166303,220300000002000,2023,7,3,31,0,8,too late,83.5,2023,8,3,8,1,83.5,8,late,0.0,exact
31119486-4,4,49166303,220300000002900,2023,7,3,31,0,8,too late,132.7,2023,8,3,8,1,132.7,8,late,0.0,exact
31119487-1,1,50922122,324700000021600,2023,7,3,3,0,0,on time,20.0,2023,7,3,3,0,20.0,0,on_time,0.0,exact
31119488-1,1,52391922,326300000008200,2023,6,2,19,0,0,on time,10.0,2023,6,2,19,0,10.0,0,on_time,0.0,exact
31119489-1,4,49166303,220300000004300,2023,6,2,5,0,2,too late,83.1,2023,6,2,7,2,83.1,2,late,0.0,exact
31119489-2,4,49166303,220300000002000,2023,6,2,5,0,2,too late,20.85,2023,6,2,7,2,20.85,2,late,0.0,exact
31119489-3,4,49166303,220300000004800,2023,6,2,5,0,16,too late,41.85,2023,6,2,21,2,41.85,16,late,0.0,exact
31119489-4,4,49166303,220300000003100,2023,6,2,5,0,2,too late,49.55,2023,6,2,7,2,49.55,2,late,0.0,exact
31119490-1,3,28229650,324400000001400,2023,5,2,22,0,4,too late,10.0,2023,5,2,26,4,10.0,4,late,0.0,exact
31119490-2,3,28229650,325800000009500,2023,5,2,22,0,4,too late,50.0,2023,5,2,26,4,50.0,4,late,0.0,exact
31119490-3,3,28229650,325800000009600,2023,5,2,22,0,4,too late,50.0,2023,5,2,26,4,50.0,4,late,0.0,exact
31119491-1,2,23635582,405020000684501,2023,5,2,29,0,1,too late,1.0,2023,5,2,30,1,1.0,1,late,0.0,exact
31119491-2,2,23635582,405020000684501,2023,5,2,29,0,1,too late,1.0,2023,5,2,30,1,1.0,1,late,0.0,exact
31119492-1,1,23947139,405020000646001,2023,6,2,19,0,-14,too early,2.0,2023,6,2,5,0,2.0,-14,early,0.0,exact
31119493-1,3,75892184,326500000003900,2023,7,3,3,0,7,too late,100.0,2023,7,3,10,0,100.0,7,late,0.0,exact
31119493-2,3,75892184,326500000003300,2023,7,3,3,0,0,on time,20.0,2023,7,3,3,0,20.0,0,on_time,0.0,exact
31119493-3,3,75892184,326500000003700,2023,7,3,3,0,7,too late,200.0,2023,7,3,10,0,200.0,7,late,0.0,exact
31119494-1,2,33626981,405020000684501,2023,5,2,29,0,-4,too early,10.0,2023,5,2,25,3,10.0,-4,early,0.0,exact
31119494-2,2,33626981,405020000684501,2023,5,2,29,0,-4,too early,10.0,2023,5,2,25,3,10.0,-4,early,0.0,exact
31119496-1,2,10713776,326500000005100,2023,5,2,29,0,1,too late,20.0,2023,5,2,30,1,20.0,1,late,0.0,exact
31119496-2,2,10713776,326500000006200,2023,5,2,29,0,1,too late,10.0,2023,5,2,30,1,10.0,1,late,0.0,exact
21131940-2,3,49166303,220400000000700,2023,12,4,4,0,1,too late,101.1,2023,12,4,5,1,101.1,1,late,0.0,exact
21131940-3,3,49166303,420403200009000,2024,1,1,8,0,3,too late,100.8,2024,1,1,11,3,100.8,3,late,0.0,exact
21131941-1,3,94964605,221800000004100,2024,3,1,15,4,4,too late,792.0,2024,3,1,19,1,792.0,4,late,0.0,exact
21131941-2,3,94964605,221800000004100,2024,4,2,25,3,4,too late,792.0,2024,4,2,29,0,792.0,4,late,0.0,exact
21131941-3,3,94964605,221800000004100,2024,5,2,31,4,-1,too early,792.0,2024,5,2,30,3,792.0,-1,early,0.0,exact
21131942-1,2,21039254,221800000002800,2024,4,2,22,0,-4,too early,750.0,2024,4,2,18,3,750.0,-4,early,0.0,exact
21131942-2,2,21039254,221800000002800,2024,5,2,20,0,-3,too early,750.0,2024,5,2,17,4,750.0,-3,early,0.0,exact
21131943-1,2,49062170,221840000011800,2024,11,4,13,2,-366,too early,600.0,2023,11,4,13,0,600.0,-366,early,0.0,exact
21131943-2,2,49062170,221840000011800,2024,3,1,25,0,-3,too early,300.0,2024,3,1,22,4,300.0,-3,early,0.0,exact
21131944-1,3,65209445,405020000685001,2023,10,4,30,0,7,too late,4.0,2023,11,4,6,0,4.0,7,late,0.0,exact
21131944-2,3,65209445,405020000685001,2023,10,4,30,0,7,too late,1.0,2023,11,4,6,0,1.0,7,late,0.0,exact
21131944-3,3,65209445,405020000685001,2023,10,4,30,0,7,too late,2.0,2023,11,4,6,0,2.0,7,late,0.0,exact
21131945-1,2,65209445,121100000000100,2023,10,4,30,0,7,too late,30.001453,2023,11,4,6,0,30.001453,7,late,0.0,exact
21131945-2,2,65209445,121000000001200,2023,10,4,30,0,7,too late,12.089552,2023,11,4,6,0,12.089552,7,late,0.0,exact
21131946-1,2,50115156,424907202040500,2023,10,4,30,0,7,too late,300.0,2023,11,4,6,0,300.0,7,late,0.0,exact
21131946-2,2,50115156,224900000157000,2023,10,4,30,0,7,too late,100.0,2023,11,4,6,0,100.0,7,late,0.0,exact
21131947-1,1,89241288,126100000031000,2023,11,4,15,2,-5,too early,10.0,2023,11,4,10,4,10.0,-5,early,0.0,exact
21131948-1,2,21039254,221830000000200,2024,1,1,8,0,2,too late,35.0,2024,1,1,10,2,35.0,2,late,0.0,exact
21131948-2,2,21039254,221830000007000,2023,11,4,13,0,-4,too early,10.0,2023,11,4,9,3,10.0,-4,early,0.0,exact
21131949-1,3,79078827,112600000011000,2023,11,4,13,0,9,too late,34.0,2023,11,4,22,2,34.0,9,late,0.0,exact
21131949-2,3,79078827,225300000010800,2024,1,1,22,0,1,too late,500.0,2024,1,1,23,1,500.0,1,late,0.0,exact
21131949-3,3,79078827,225000000024900,2024,1,1,22,0,1,too late,60.0,2024,1,1,23,1,60.0,1,late,0.0,exact
21131950-1,1,67210095,220650000001600,2024,1,1,19,4,-3,too early,25.53,2024,1,1,16,1,25.53,-3,early,0.0,exact
21131951-1,1,67210095,220650000001800,2024,1,1,26,4,-10,too early,24.37,2024,1,1,16,1,24.37,-10,early,0.0,exact
21131952-1,1,59614158,224200000000600,2024,1,1,8,0,2,too late,100.0,2024,1,1,10,2,100.0,2,late,0.0,exact
21131953-1,5,59214096,226500068502100,2023,11,4,6,0,-4,too early,1.0,2023,11,4,2,3,1.0,-4,early,0.0,exact
21131953-2,5,59214096,226500068510600,2023,11,4,6,0,-4,too early,1.0,2023,11,4,2,3,1.0,-4,early,0.0,exact
21131953-3,5,59214096,226500068511200,2023,11,4,6,0,-4,too early,4.0,2023,11,4,2,3,4.0,-4,early,0.0,exact
21131953-4,5,59214096,226500068506200,2023,11,4,6,0,-4,too early,10.5,2023,11,4,2,3,10.5,-4,early,0.0,exact
21131953-5,5,59214096,226500068512500,2023,11,4,6,0,-4,too early,10.0,2023,11,4,2,3,10.0,-4,early,0.0,exact
21131954-1,1,93118673,226100000143800,2023,11,4,20,0,2,too late,204.0,2023,11,4,22,2,204.0,2,late,0.0,exact
21131955-1,2,70678831,222200000000700,2024,1,1,8,0,2,too late,1225.0,2024,1,1,10,2,1225.0,2,late,0.0,exact
21131955-2,2,70678831,222200000001000,2024,1,1,8,0,2,too late,441.0,2024,1,1,10,2,441.0,2,late,0.0,exact
21131956-1,2,98759306,222800000003900,2023,11,4,13,0,7,too late,200.0,2023,11,4,20,0,200.0,7,late,0.0,exact
21131956-2,2,98759306,222800000004500,2023,12,4,4,0,3,too late,1000.0,2023,12,4,7,3,1000.0,3,late,0.0,exact
21131957-1,2,49166303,224700000027800,2024,1,1,1,0,8,too late,400.0,2024,1,1,9,1,400.0,8,late,0.0,exact
21131957-2,2,49166303,224700000041300,2024,1,1,1,0,10,too late,100.0,2024,1,1,11,3,100.0,10,late,0.0,exact
21131958-1,2,40436817,212420000021700,2024,1,1,24,2,15,too late,208.0,2024,2,1,8,3,208.0,15,late,0.0,exact
21131958-2,2,40436817,212420000024300,2023,12,4,6,2,13,too late,248.0,2023,12,4,19,1,248.0,13,late,0.0,exact
21131959-1,1,90497536,122600000006300,2023,11,4,6,0,-3,too early,300.0,2023,11,4,3,4,300.0,-3,early,0.0,exact
21131960-1,3,52391922,222800000001000,2023,11,4,16,3,0,on time,10.0,2023,11,4,16,3,10.0,0,on_time,0.0,exact
21131960-2,3,52391922,122800000040600,2023,11,4,16,3,0,on time,25.0,2023,11,4,16,3,25.0,0,on_time,0.0,exact
21131960-3,3,52391922,122800000040800,2023,11,4,16,3,0,on time,50.0,2023,11,4,16,3,50.0,0,on_time,0.0,exact
21131961-1,2,79078827,122400181901302,2023,11,4,24,4,-2,too early,21.0,2023,11,4,22,2,21.0,-2,early,0.0,exact
21131961-2,2,79078827,122400181901402,2023,11,4,24,4,-2,too early,21.0,2023,11,4,22,2,21.0,-2,early,0.0,exact
21131962-1,1,8587561,123100000004800,2023,11,4,27,0,4,too late,2.0,2023,12,4,1,4,2.0,4,late,0.0,exact
21131963-1,1,57681571,122400552567010,2024,1,1,17,2,0,on time,1.0,2024,1,1,17,2,1.0,0,on_time,0.0,exact
21131964-1,1,26354807,122400000079200,2023,11,4,27,0,21,too late,14.0,2023,12,4,18,0,14.0,21,late,0.0,exact
21131965-1,3,83576621,226100000137800,2023,11,4,6,0,1,too late,1000.0,2023,11,4,7,1,1000.0,1,late,0.0,exact
21131965-2,3,83576621,226100000137800,2024,1,1,15,0,1,too late,2500.0,2024,1,1,16,1,2500.0,1,late,0.0,exact
21131965-3,3,83576621,226100000137800,2024,3,1,11,0,0,on time,2500.0,2024,3,1,11,0,2500.0,0,on_time,0.0,exact
21131966-1,3,83576621,226100000021000,2023,11,4,6,0,1,too late,1000.0,2023,11,4,7,1,1000.0,1,late,0.0,exact
21131966-2,3,83576621,226100000021000,2024,1,1,15,0,1,too late,1000.0,2024,1,1,16,1,1000.0,1,late,0.0,exact
21131966-3,3,83576621,226100000021000,2024,3,1,11,0,-7,too early,2000.0,2024,3,1,4,0,2000.0,-7,early,0.0,exact
21131967-1,1,330158,222300000000200,2023,11,4,13,0,-6,too early,5.5,2023,11,4,7,1,5.5,-6,early,0.0,exact
21131968-1,1,25765612,225300000019000,2023,11,4,2,3,-1,too early,500.0,2023,11,4,1,2,500.0,-1,early,0.0,exact
21131969-1,1,67236624,223400000009900,2023,11,4,13,0,-6,too early,120.0,2023,11,4,7,1,120.0,-6,early,0.0,exact
21131970-1,1,82860402,424705330001000,2023,11,4,16,3,0,on time,550.0,2023,11,4,16,3,550.0,0,on_time,0.0,exact
21131971-1,1,88389265,122600000001800,2023,11,4,6,0,1,too late,100.0,2023,11,4,7,1,100.0,1,late,0.0,exact
21131972-1,10,82860402,213400000107000,2023,11,4,23,3,1,too late,1.25,2023,11,4,24,4,1.25,1,late,0.0,exact
21131972-2,10,82860402,213400000107000,2023,11,4,23,3,1,too late,2.45,2023,11,4,24,4,2.45,1,late,0.0,exact
21131972-3,10,82860402,213400000105500,2023,11,4,20,0,3,too late,3.35,2023,11,4,23,3,3.35,3,late,0.0,exact
21131972-4,10,82860402,213400000104000,2023,11,4,20,0,4,too late,3.2,2023,11,4,24,4,3.2,4,late,0.0,exact
21131972-5,10,82860402,213400000104300,2023,11,4,20,0,4,too late,1.3,2023,11,4,24,4,1.3,4,late,0.0,exact
21131972-6,10,82860402,213400000104600,2023,11,4,20,0,3,too late,4.5,2023,11,4,23,3,4.5,3,late,0.0,exact
21131972-7,10,82860402,213400000104700,2023,11,4,20,0,3,too late,5.35,2023,11,4,23,3,5.35,3,late,0.0,exact
21131972-8,10,82860402,213400000104900,2023,11,4,20,0,3,too late,6.4,2023,11,4,23,3,6.4,3,late,0.0,exact
21131972-9,10,82860402,223400000350300,2023,11,4,20,0,3,too late,6.5,2023,11,4,23,3,6.5,3,late,0.0,exact
21131972-10,10,82860402,423400530195020,2023,11,4,20,0,3,too late,9.7,2023,11,4,23,3,9.7,3,late,0.0,exact
21131973-1,1,49719384,226500000005100,2023,11,4,8,2,-2,too early,200.0,2023,11,4,6,0,200.0,-2,early,0.0,exact
21131974-1,4,65209445,121000000001600,2023,11,4,9,3,11,too late,12.0,2023,11,4,20,0,12.0,11,late,0.0,exact
21131974-2,4,65209445,221000000002200,2023,11,4,9,3,11,too late,24.0,2023,11,4,20,0,24.0,11,late,0.0,exact
21131974-3,4,65209445,721100000000500,2023,11,4,9,3,11,too late,20.0,2023,11,4,20,0,20.0,11,late,0.0,exact
21131974-4,4,65209445,721100000000900,2023,11,4,9,3,11,too late,10.0,2023,11,4,20,0,10.0,11,late,0.0,exact
31119780-1,1,79078827,323300000001500,2023,12,4,4,0,-24,too early,1000.0,2023,11,4,10,4,320.0,-24,early,-680.0,under delivered
31119781-1,1,40304884,326300000005000,2023,8,3,28,0,2,too late,1000.0,2023,8,3,30,2,1000.0,2,late,0.0,exact
31119782-1,1,23947139,405020000646001,2023,9,3,18,0,-18,too early,10.0,2023,8,3,31,3,10.0,-18,early,0.0,exact
31119783-1,2,49166303,220300000002600,2023,10,4,9,0,-3,too early,312.75,2023,10,4,6,4,312.75,-3,early,0.0,exact
31119783-2,2,49166303,220300000002200,2023,10,4,9,0,2,too late,151.6,2023,10,4,11,2,151.6,2,late,0.0,exact
31119784-1,2,61086311,125500000009100,2023,9,3,6,2,0,on time,2.0,2023,9,3,6,2,2.0,0,on_time,0.0,exact
31119784-2,2,61086311,125500000017400,2023,10,4,16,0,-3,too early,2.0,2023,10,4,13,4,2.0,-3,early,0.0,exact
31119785-1,1,33626981,405020000685001,2023,9,3,4,0,9,too late,5.0,2023,9,3,13,2,5.0,9,late,0.0,exact
31119786-1,3,24023238,320110000024400,2023,9,3,11,0,-4,too early,52.0,2023,9,3,7,3,52.0,-4,early,0.0,exact
21132113-1,3,17368330,723410000005100,2023,11,4,28,1,0,on time,2.19,2023,11,4,28,1,2.19,0,on_time,0.0,exact
21132113-2,3,17368330,421605105002105,2024,1,1,8,0,1,too late,60.0,2024,1,1,9,1,60.0,1,late,0.0,exact
21132113-3,3,17368330,421705105000700,2023,12,4,11,0,32,too late,20.4,2024,1,1,12,4,20.4,32,late,0.0,exact
21132114-1,3,83576621,226100000140900,2024,4,2,4,3,0,on time,800.0,2024,4,2,4,3,800.0,0,on_time,0.0,exact
21132114-2,3,83576621,226100000140900,2024,1,1,8,0,-3,too early,200.0,2024,1,1,5,4,200.0,-3,early,0.0,exact
21132114-3,3,83576621,226100000140900,2024,4,2,15,0,0,on time,200.0,2024,4,2,15,0,200.0,0,on_time,0.0,exact
21132115-1,6,34569908,226100000000800,2023,12,4,11,0,1,too late,200.0,2023,12,4,12,1,200.0,1,late,0.0,exact
21132115-2,6,34569908,223400000018600,2024,2,1,12,0,4,too late,300.0,2024,2,1,16,4,300.0,4,late,0.0,exact
21132115-3,6,34569908,220900000000300,2024,1,1,15,0,0,on time,20.0,2024,1,1,15,0,20.0,0,on_time,0.0,exact
21132115-4,6,34569908,226500000006000,2024,1,1,15,0,0,on time,0.5,2024,1,1,15,0,0.5,0,on_time,0.0,exact
21132115-5,6,34569908,226100000148000,2023,12,4,11,0,1,too late,100.0,2023,12,4,12,1,100.0,1,late,0.0,exact
21132115-6,6,34569908,224900000011700,2024,2,1,12,0,1,too late,100.0,2024,2,1,13,1,100.0,1,late,0.0,exact
21132116-1,3,44912750,222900000001700,2024,1,1,4,3,0,on time,200.0,2024,1,1,4,3,200.0,0,on_time,0.0,exact
21132116-2,3,44912750,222900000004000,2024,1,1,4,3,0,on time,100.0,2024,1,1,4,3,100.0,0,on_time,0.0,exact
21132116-3,3,44912750,222900000004100,2024,1,1,4,3,0,on time,20.0,2024,1,1,4,3,20.0,0,on_time,0.0,exact
21132117-1,1,52391922,222800000013500,2023,11,4,28,1,-6,too early,50.0,2023,11,4,22,2,50.0,-6,early,0.0,exact
21132118-1,1,50115156,424907202040400,2023,11,4,23,3,1,too late,200.0,2023,11,4,24,4,200.0,1,late,0.0,exact
21132119-1,1,17368330,421605105002105,2023,12,4,4,0,7,too late,6.0,2023,12,4,11,0,6.0,7,late,0.0,exact
21132120-1,1,47800775,226100000013700,2023,11,4,20,0,3,too late,2000.0,2023,11,4,23,3,1385.0,3,late,-615.0,under delivered
21132121-1,2,49166303,220300000002700,2023,12,4,4,0,1,too late,46.5,2023,12,4,5,1,46.5,1,late,0.0,exact
21132121-2,2,49166303,220300000001400,2023,12,4,4,0,1,too late,100.85,2023,12,4,5,1,100.85,1,late,0.0,exact
21132122-1,1,49166303,220400000001000,2023,12,4,4,0,1,too late,106.25,2023,12,4,5,1,106.25,1,late,0.0,exact
21132123-1,1,22312867,220700000010300,2023,12,4,11,0,4,too late,480.0,2023,12,4,15,4,480.0,4,late,0.0,exact
21132124-1,4,22740983,225000000194000,2024,2,1,26,0,4,too late,1.0,2024,3,1,1,4,1.0,4,late,0.0,exact
21132124-2,4,22740983,225000000193900,2024,2,1,26,0,4,too late,3.0,2024,3,1,1,4,3.0,4,late,0.0,exact
21132124-3,4,22740983,225000000194100,2024,2,1,26,0,4,too late,1.0,2024,3,1,1,4,1.0,4,late,0.0,exact
21132124-4,4,22740983,9999,2024,2,1,26,0,4,too late,1.0,2024,3,1,1,4,1.0,4,late,0.0,exact
21132127-1,3,67082802,222900000026600,2024,2,1,19,0,1,too late,10.0,2024,2,1,20,1,10.0,1,late,0.0,exact
21132127-2,3,67082802,221000000010200,2024,2,1,19,0,1,too late,6.0,2024,2,1,20,1,6.0,1,late,0.0,exact
21132127-3,3,67082802,9999,2024,2,1,19,0,1,too late,1.0,2024,2,1,20,1,1.0,1,late,0.0,exact
21132128-1,1,21635753,405020000630101,2023,11,4,27,0,0,on time,3.0,2023,11,4,27,0,3.0,0,on_time,0.0,exact
21132129-1,1,49166303,220300000007200,2023,12,4,4,0,1,too late,48.9,2023,12,4,5,1,48.9,1,late,0.0,exact
21132131-1,1,29057960,405020000671001,2023,11,4,27,0,-4,too early,2.0,2023,11,4,23,3,2.0,-4,early,0.0,exact
21132133-1,7,56675799,405020000684501,2023,11,4,27,0,-5,too early,2.0,2023,11,4,22,2,2.0,-5,early,0.0,exact
